ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
465	36,47,63	203,276,276	66,78,52	146,172,84	229	149
466	15,29,30	7,17,5	20,34,15	32,36,16	208	149
468	446,707,652	0,0,0	690,1047,560	2,1,1	233	149
469	4,9,6	4,1,6	6,6,5	11,14,0	224	149
470	9,22,24	248,279,208	3,24,18	152,254,127	298	149
471	42,70,55	13,13,24	15,32,25	21,45,15	298	149
472	0,0,0	5,15,11	1,0,0	13,13,12	298	149
473	53,99,95	95,110,120	50,102,57	205,230,121	298	149
474	30,46,47	0,0,0	32,44,18	2,3,1	282	149
475	1,1,0	17,11,9	8,6,3	16,16,10	237	149
476	0,2,0	26,17,9	2,1,0	39,34,15	245	149
477	9,8,10	63,43,56	15,21,9	55,72,33	298	149
478	4,1,2	7,1,1	0,1,0	0,3,4	298	149
479	2,2,4	156,260,232	2,5,1	198,281,114	228	149
480	2,6,6	62,78,56	5,4,3	60,59,43	298	149
481	567,986,577	103,185,103	592,526,277	222,117,91	199	149
482	4,0,2	0,0,0	10,7,8	1,1,0	225	149
483	17,23,13	100,118,83	0,1,3	36,60,29	298	149
484	46,81,48	1,2,2	8,43,17	1,1,2	227	149
485	88,115,109	2,4,7	87,171,97	6,5,1	219	149
489	8,6,5	2,0,2	1,11,5	0,3,0	232	149
490	1,3,4	61,87,71	2,3,2	60,133,65	247	149
492	2,11,11	6,16,13	5,10,4	22,51,17	253	149
493	11,18,19	0,0,0	5,35,10	0,0,2	243	149
494	4,8,4	16,33,8	1,12,4	5,28,8	220	149
497	5,10,16	267,319,196	7,6,6	304,380,238	226	149
498	6,3,6	151,155,171	4,2,1	219,296,151	254	149
500	29,38,22	3,0,0	12,41,11	0,7,5	255	149
502	1,10,5	102,106,114	3,10,6	70,153,79	298	149
503	2,4,7	33,35,17	1,2,4	21,29,20	221	149
504	4,9,8	35,80,74	0,5,1	35,93,45	259	149
505	4,9,5	181,246,227	2,7,2	300,330,219	298	149
506	100,146,103	55,91,84	18,21,13	81,86,63	246	149
507	34,40,38	13,8,1	4,26,15	6,7,5	217	149
508	76,94,71	0,1,0	23,57,35	0,3,0	289	149
509	78,103,77	34,65,44	27,59,35	31,28,31	298	149
510	38,19,35	212,174,242	49,58,27	255,600,254	241	149
511	1,0,1	22,34,21	0,3,0	33,67,35	227	149
512	1,0,1	129,214,235	0,4,1	218,274,120	246	149
513	40,58,46	10,36,19	4,24,9	12,42,15	246	149
514	3,1,0	28,42,29	0,2,1	29,31,11	298	149
516	9,10,7	31,30,14	3,13,8	12,11,9	225	149
518	5,21,22	42,69,74	8,16,11	41,68,42	241	149
520	104,223,125	46,63,57	134,152,95	38,40,24	277	149
521	210,331,226	97,79,54	224,239,164	64,76,37	298	149
522	3,1,5	243,217,246	5,7,1	320,441,242	214	149
523	20,26,32	120,139,138	48,80,28	186,220,128	217	149
527	8,20,13	5,23,5	5,5,2	6,4,9	227	149
528	0,8,1	23,27,29	0,0,0	40,24,34	254	149
530	7,9,5	270,287,277	6,10,5	247,426,242	236	149
531	69,88,94	7,5,3	83,122,58	8,18,12	298	149
532	29,22,13	13,7,3	20,35,21	3,12,5	281	149
533	11,3,20	136,138,149	11,29,18	179,400,163	252	149
534	2,0,0	21,22,15	2,0,0	5,18,11	226	149
535	2,9,1	224,232,238	4,12,1	272,359,153	242	149
536	6,6,4	218,263,240	6,9,6	234,339,171	268	149
537	28,40,15	8,8,1	14,22,20	7,4,8	247	149
538	2,18,10	0,9,6	11,14,7	3,3,2	220	149
542	0,3,4	115,190,133	4,3,5	134,297,144	242	149
543	25,18,9	3,7,4	4,9,4	6,8,4	232	149
544	3,2,2	51,85,76	2,6,2	41,64,34	298	149
545	32,40,43	4,12,11	45,98,42	15,23,13	242	149
546	32,41,43	5,7,12	45,98,42	19,44,17	247	149
547	1,5,9	51,26,69	10,23,5	48,73,36	298	149
548	76,97,142	3,4,6	30,43,30	9,4,2	235	149
549	61,86,132	45,66,45	16,37,26	61,92,46	230	149
550	1,0,0	18,49,13	1,4,0	12,31,17	244	149
551	14,17,22	138,152,154	23,38,14	190,386,164	227	149
553	7,4,7	137,178,195	7,7,7	183,274,137	292	149
554	27,32,52	49,67,49	78,106,60	60,71,40	231	149
555	0,15,14	24,27,25	1,8,0	20,48,31	244	149
556	30,56,42	4981,5101,5008	27,95,41	5545,11026,4771	236	149
560	28,34,32	49,51,62	30,51,18	43,87,39	236	149
562	7,11,2	22,29,9	2,3,3	13,23,15	288	149
563	10,24,16	100,102,61	6,37,26	65,129,85	226	149
564	10,7,4	9,17,13	9,14,3	11,12,15	261	149
568	77,106,134	0,0,0	131,163,126	2,3,2	253	149
570	246,252,311	187,230,241	83,121,51	443,612,294	249	149
573	5,11,12	144,193,165	6,5,7	132,306,118	239	149
574	5,11,12	11,24,20	6,5,7	20,27,10	234	149
575	12,9,6	144,203,109	2,9,3	78,175,103	246	149
576	43,75,67	0,0,2	51,83,44	0,0,0	235	149
577	1,0,3	29,67,52	13,16,12	80,118,44	222	149
583	6,4,3	10,14,9	1,8,3	8,28,20	250	149
584	6,8,11	49,66,43	10,17,6	70,117,48	235	149
585	6,6,10	161,142,142	9,13,6	184,304,102	214	149
587	2,4,6	9,9,3	3,2,3	3,2,2	215	149
588	2,6,6	1,6,5	3,3,3	0,0,0	270	149
589	3,9,6	104,133,88	4,6,3	35,88,32	273	149
590	5,10,7	38,30,41	4,6,4	14,9,11	276	149
592	18,11,23	29,44,14	3,8,2	31,41,27	232	149
593	11,12,8	0,7,4	3,19,5	4,6,2	277	149
594	231,225,193	13,4,12	196,535,279	12,14,3	220	149
595	50,86,77	2,1,2	37,73,36	9,3,1	234	149
597	7,6,8	186,219,218	6,16,0	152,185,101	248	149
598	15,12,5	120,163,139	6,16,3	149,246,145	247	149
599	77,106,95	3,12,6	68,89,43	70,80,34	239	149
601	0,2,0	53,50,31	0,0,0	12,64,30	239	149
602	5,0,2	27,26,15	0,3,0	7,22,10	262	149
603	0,3,1	10,19,8	3,3,1	25,47,28	279	149
605	2,3,4	107,132,97	0,2,1	146,175,88	294	149
606	34,43,32	7,1,1	14,21,17	13,18,4	298	149
607	15,23,24	134,168,174	11,15,12	130,233,82	236	149
608	33,39,40	118,94,116	16,24,18	175,262,120	255	149
610	2,6,4	111,131,94	4,6,4	86,119,84	298	149
