ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
637	1,1,4	145,90,184	0,0,1	128,80,156	183	99
638	8,5,5	87,54,112	4,5,8	122,110,121	205	99
639	2,0,0	0,0,1	4,2,8	2,0,1	231	99
642	157,116,349	66,37,98	187,77,131	71,19,54	141	99
644	2,0,0	150,113,149	1,0,0	251,213,312	237	99
645	2,0,1	57,38,60	0,0,2	77,49,67	220	99
646	2,0,10	11,9,18	0,2,1	35,9,28	303	99
647	2,0,10	5,3,7	0,2,2	2,1,5	194	99
648	3,0,5	5,7,15	2,0,2	15,15,21	186	99
649	4,2,4	39,49,144	1,2,2	228,41,147	192	99
650	15,5,40	21,20,40	44,11,30	68,15,56	208	99
651	7,5,7	59,51,171	7,1,8	235,62,177	198	99
652	0,2,1	299,256,259	1,1,0	390,289,447	491	99
653	79,68,129	2,1,2	103,81,102	10,2,7	193	99
656	1,0,0	119,64,137	0,0,0	140,90,125	187	99
657	1,0,1	248,189,336	0,0,0	277,221,273	203	99
658	3,1,10	61,34,66	1,3,8	86,40,63	203	99
659	4,4,4	38,33,55	6,6,9	59,59,98	190	99
661	1,2,1	0,0,2	0,1,1	0,0,0	251	99
663	0,0,0	0,0,1	0,0,1	0,0,0	227	99
664	0,0,0	436,338,552	0,0,1	492,254,559	230	99
665	1,0,0	52,33,78	0,0,0	72,27,74	309	99
668	0,1,1	33,14,34	0,0,2	42,13,32	178	99
669	1,4,0	57,39,85	4,1,2	66,54,83	193	99
