ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
546	0,2,0	3,6,14	0,0,0	31,8,29	182	99
547	0,2,1	50,44,63	0,0,0	54,23,71	198	99
548	1,2,0	5,2,3	2,1,3	17,8,8	192	99
549	1,2,0	4,0,6	2,1,3	20,10,14	197	99
550	4,5,4	68,42,68	8,6,10	42,38,78	198	99
551	32,26,38	4,1,8	13,6,10	5,3,3	185	99
552	32,26,38	49,40,51	11,6,10	96,48,89	180	99
553	2,0,2	37,35,65	2,0,1	62,33,46	194	99
554	0,1,0	133,97,181	0,0,1	228,130,275	177	99
556	8,3,14	179,116,271	10,13,10	249,129,233	198	99
557	16,10,23	21,26,35	22,24,23	42,25,45	181	99
558	2,0,1	26,17,36	1,0,1	40,24,32	194	99
559	2,0,2	3717,2802,5010	1,3,0	6376,3700,6212	186	99
562	6,4,7	0,0,2	11,4,6	0,0,2	198	99
563	12,5,12	19,22,20	8,10,16	14,19,30	186	99
565	4,2,6	22,38,64	4,0,4	38,14,57	198	99
566	0,0,1	115,86,166	0,0,6	210,80,212	176	99
567	4,4,8	5,4,13	1,4,3	6,9,12	198	99
571	10,7,21	1,2,0	14,10,20	0,2,1	198	99
573	54,41,71	209,140,206	22,19,23	398,266,407	198	99
576	1,0,1	123,92,124	0,0,0	97,95,121	189	99
577	1,0,1	21,9,11	0,0,0	11,21,12	184	99
578	0,3,0	193,146,221	1,0,1	218,137,225	196	99
579	5,1,2	0,0,0	1,2,4	1,0,2	185	99
580	4,3,1	60,45,54	2,2,4	78,50,91	172	99
586	3,1,8	12,13,15	4,4,6	44,21,53	198	99
587	1,0,0	30,11,24	2,0,2	29,23,28	185	99
588	1,0,0	61,60,109	2,0,1	80,65,87	164	99
589	0,0,0	90,64,131	2,0,1	134,62,144	182	99
590	1,1,1	7,4,6	1,0,2	4,1,6	165	99
591	1,1,1	0,2,4	1,0,2	0,0,0	198	99
592	1,1,1	107,69,122	1,0,2	87,42,78	198	99
593	1,1,1	29,19,36	1,0,2	34,11,32	198	99
595	12,2,7	39,31,58	0,1,1	34,23,51	182	99
596	0,1,0	4,9,7	0,1,0	7,9,16	198	99
597	86,71,119	12,9,16	98,52,129	10,10,9	170	99
598	2,1,2	0,2,1	0,1,0	2,1,2	184	99
600	3,1,1	116,85,120	0,1,0	73,37,70	198	99
601	9,2,4	143,57,111	4,2,6	118,67,122	197	99
602	8,9,8	4,2,9	5,4,8	45,36,46	189	99
604	4,1,3	0,0,0	6,1,2	2,0,0	198	99
607	0,0,0	7,10,23	0,1,1	22,16,29	198	99
609	0,0,0	118,71,123	0,1,0	122,66,109	198	99
610	0,0,2	2,9,15	0,1,0	18,14,12	198	99
